snapshot_date,store_id,store_city,product_id,product_name,category,quantity_on_hand,reorder_level,unit_cost
2023-04-01,STR-HYD-03,Hyderabad,P0019,Portable Monitor 15in,Electronics,85,29,29738.56
2023-04-01,STR-HYD-03,Hyderabad,P0182,Rubik's Cube 3x3,Toys,103,39,1789.63
2023-04-01,STR-HYD-03,Hyderabad,P0176,Harry Potter Box Set,Books,78,26,347.68
2023-04-01,STR-HYD-03,Hyderabad,P0054,Oxford Shirt,Clothing,2,14,4403.11
2023-04-01,STR-HYD-03,Hyderabad,P0156,Protein Shaker 700ml,Sports,313,33,1457.94
2023-04-01,STR-HYD-03,Hyderabad,P0184,Hot Wheels 5 Car Pack,Toys,381,47,389.33
2023-04-01,STR-HYD-03,Hyderabad,P0129,Deodorant Roll-On,Beauty,163,16,3344.57
2023-04-01,STR-HYD-03,Hyderabad,P0149,Cycling Gloves,Sports,17,16,1465.57
2023-04-01,STR-HYD-03,Hyderabad,P0011,HDMI Cable 2m,Electronics,232,49,7542.15
2023-04-01,STR-HYD-03,Hyderabad,P0169,Thinking Fast and Slow,Books,71,39,303.96
2023-04-01,STR-HYD-03,Hyderabad,P0150,Running Armband,Sports,294,29,2563.67
2023-04-01,STR-HYD-03,Hyderabad,P0197,Art Supplies Box 80pc,Toys,148,22,1630.52
2023-04-01,STR-HYD-03,Hyderabad,P0061,Basmati Rice 5kg,Groceries,426,24,759.28
2023-04-01,STR-HYD-03,Hyderabad,P0107,Wall Clock Minimalist,Home & Kitchen,301,50,1367.4
2023-04-01,STR-HYD-03,Hyderabad,P0112,Cushion Cover Set 5pc,Home & Kitchen,110,50,2884.95
2023-04-01,STR-HYD-03,Hyderabad,P0055,Maxi Dress,Clothing,432,11,3104.2
2023-04-01,STR-HYD-03,Hyderabad,P0022,Ring Light 10in,Electronics,131,24,24364.41
2023-04-01,STR-HYD-03,Hyderabad,P0064,Sugar 1kg,Groceries,79,19,448.68
2023-04-01,STR-HYD-03,Hyderabad,P0043,Winter Sweater,Clothing,307,32,1194.18
2023-04-01,STR-HYD-03,Hyderabad,P0029,Fitness Tracker,Electronics,205,37,30509.28
2023-04-01,STR-HYD-03,Hyderabad,P0074,Turmeric Powder 200g,Groceries,288,15,226.42
2023-04-01,STR-HYD-03,Hyderabad,P0099,Knife Set 6pc,Home & Kitchen,245,17,10228.48
2023-04-01,STR-HYD-03,Hyderabad,P0057,Lehenga Choli,Clothing,268,11,985.46
2023-04-01,STR-HYD-03,Hyderabad,P0052,Silk Scarf,Clothing,183,42,919.09
2023-04-01,STR-HYD-03,Hyderabad,P0062,Toor Dal 1kg,Groceries,44,40,407.53
2023-04-01,STR-HYD-04,Hyderabad,P0019,Portable Monitor 15in,Electronics,404,33,26102.12
2023-04-01,STR-HYD-04,Hyderabad,P0149,Cycling Gloves,Sports,85,43,1593.5
2023-04-01,STR-HYD-04,Hyderabad,P0012,Phone Stand,Electronics,286,26,20794.29
2023-04-01,STR-HYD-04,Hyderabad,P0153,Sweatband Wrist 2pc,Sports,141,32,2942.37
2023-04-01,STR-HYD-04,Hyderabad,P0143,Skipping Rope Speed,Sports,236,48,1849.53
2023-04-01,STR-HYD-04,Hyderabad,P0061,Basmati Rice 5kg,Groceries,400,11,613.03
2023-04-01,STR-HYD-04,Hyderabad,P0037,Polo T-Shirt,Clothing,98,23,3768.65
2023-04-01,STR-HYD-04,Hyderabad,P0060,Dhoti Cotton,Clothing,399,40,1968.09
2023-04-01,STR-HYD-04,Hyderabad,P0142,Resistance Bands Set,Sports,117,45,4449.23
2023-04-01,STR-HYD-04,Hyderabad,P0067,Honey Organic 500g,Groceries,170,25,180.11
2023-04-01,STR-HYD-04,Hyderabad,P0018,Pen Drive 64GB,Electronics,398,45,20017.12
2023-04-01,STR-HYD-04,Hyderabad,P0077,Ghee 500ml,Groceries,341,21,645.8
2023-04-01,STR-HYD-04,Hyderabad,P0075,Cumin Seeds 100g,Groceries,349,23,401.93
2023-04-01,STR-HYD-04,Hyderabad,P0198,Globe Educational,Toys,39,33,220.32
2023-04-01,STR-HYD-04,Hyderabad,P0092,Pressure Cooker 5L,Home & Kitchen,417,45,6997.97
2023-04-01,STR-HYD-04,Hyderabad,P0045,Running Shorts,Clothing,479,17,522.14
2023-04-01,STR-HYD-04,Hyderabad,P0157,Swimming Goggles,Sports,363,10,2363.24
2023-04-01,STR-HYD-04,Hyderabad,P0009,Keyboard Mechanical,Electronics,309,34,16268.87
2023-04-01,STR-HYD-04,Hyderabad,P0156,Protein Shaker 700ml,Sports,151,39,1464.19
2023-04-01,STR-HYD-04,Hyderabad,P0007,Webcam HD,Electronics,0,20,30043.69
2023-04-01,STR-HYD-04,Hyderabad,P0146,Badminton Racquet Pair,Sports,478,28,1421.47
2023-04-01,STR-HYD-04,Hyderabad,P0180,Meditations Marcus Aurelius,Books,430,38,656.66
2023-04-01,STR-HYD-04,Hyderabad,P0066,Green Tea 100bags,Groceries,113,13,553.3
2023-04-01,STR-HYD-04,Hyderabad,P0108,Photo Frame Set 5pc,Home & Kitchen,442,14,4555.3
2023-04-01,STR-HYD-04,Hyderabad,P0044,Cotton Saree,Clothing,96,12,1340.99
2023-04-01,STR-HYD-04,Hyderabad,P0033,Formal Shirt,Clothing,355,14,2432.14
2023-04-01,STR-HYD-04,Hyderabad,P0119,Lip Balm Tinted,Beauty,250,41,2388.36
2023-04-01,STR-HYD-04,Hyderabad,P0159,Exercise Ball 65cm,Sports,62,32,1570.8
2023-04-01,STR-HYD-04,Hyderabad,P0038,Chino Trousers,Clothing,409,34,2614.45
2023-04-01,STR-HYD-04,Hyderabad,P0102,Blender 750W,Home & Kitchen,478,36,6781.89
2023-04-01,STR-HYD-04,Hyderabad,P0178,Grit Angela Duckworth,Books,366,38,715.66
2023-04-01,STR-HYD-04,Hyderabad,P0112,Cushion Cover Set 5pc,Home & Kitchen,245,15,2725.2
2023-04-01,STR-HYD-04,Hyderabad,P0200,Train Set Electric,Toys,6,34,2286.22
2023-04-01,STR-HYD-04,Hyderabad,P0032,Slim Fit Jeans,Clothing,410,26,3484.83
2023-04-01,STR-HYD-04,Hyderabad,P0050,Raincoat Foldable,Clothing,302,15,1497.22
2023-04-01,STR-HYD-04,Hyderabad,P0029,Fitness Tracker,Electronics,190,31,27297.37
2023-04-01,STR-HYD-04,Hyderabad,P0010,Mouse Wireless,Electronics,249,11,2035.06
2023-04-01,STR-HYD-04,Hyderabad,P0048,Printed Kurti,Clothing,253,12,1412.38
2023-04-01,STR-HYD-04,Hyderabad,P0185,Board Game Monopoly,Toys,272,43,1026.64
2023-04-01,STR-HYD-04,Hyderabad,P0002,Wireless Earbuds,Electronics,172,21,1688.3
2023-04-01,STR-HYD-05,Hyderabad,P0126,Foundation Liquid 30ml,Beauty,98,39,1178.83
2023-04-01,STR-HYD-05,Hyderabad,P0154,Foam Roller 45cm,Sports,0,15,3732.44
2023-04-01,STR-HYD-05,Hyderabad,P0185,Board Game Monopoly,Toys,89,47,1112.38
2023-04-01,STR-HYD-05,Hyderabad,P0041,Cargo Shorts,Clothing,165,17,3390.57
2023-04-01,STR-HYD-05,Hyderabad,P0127,Nail Polish Set 6pc,Beauty,0,28,134.9
2023-04-01,STR-HYD-05,Hyderabad,P0104,Chopping Board Bamboo,Home & Kitchen,148,38,5802.64
2023-04-01,STR-HYD-05,Hyderabad,P0194,Card Game UNO,Toys,323,44,2822.97
2023-04-01,STR-HYD-05,Hyderabad,P0186,Nerf Blaster,Toys,121,33,1132.66
2023-04-01,STR-HYD-05,Hyderabad,P0007,Webcam HD,Electronics,170,18,30861.06
2023-04-01,STR-HYD-05,Hyderabad,P0035,Track Pants,Clothing,393,23,1855.25
2023-04-01,STR-HYD-05,Hyderabad,P0130,Body Lotion 400ml,Beauty,176,49,3287.93
2023-04-01,STR-HYD-05,Hyderabad,P0014,Laptop Sleeve 15in,Electronics,433,25,8314.16
2023-04-01,STR-HYD-05,Hyderabad,P0150,Running Armband,Sports,455,25,2007.9
2023-04-01,STR-HYD-05,Hyderabad,P0157,Swimming Goggles,Sports,402,22,2436.36
2023-04-01,STR-HYD-05,Hyderabad,P0156,Protein Shaker 700ml,Sports,356,47,1798.61
2023-04-01,STR-HYD-05,Hyderabad,P0033,Formal Shirt,Clothing,0,26,2453.28
2023-04-01,STR-HYD-05,Hyderabad,P0200,Train Set Electric,Toys,421,31,2677.42
2023-04-01,STR-HYD-05,Hyderabad,P0144,Water Bottle Gym 750ml,Sports,120,50,6391.13
2023-04-01,STR-HYD-05,Hyderabad,P0064,Sugar 1kg,Groceries,404,41,493.61
2023-04-01,STR-HYD-05,Hyderabad,P0135,Hair Gel Strong Hold,Beauty,488,36,376.56
2023-04-01,STR-HYD-05,Hyderabad,P0004,Power Bank 20000mAh,Electronics,31,15,9745.4
2023-04-01,STR-HYD-05,Hyderabad,P0036,Hoodie Zip-Up,Clothing,303,15,2197.34
2023-04-01,STR-HYD-05,Hyderabad,P0142,Resistance Bands Set,Sports,201,31,3770.0
2023-04-01,STR-HYD-05,Hyderabad,P0108,Photo Frame Set 5pc,Home & Kitchen,93,40,5263.86
2023-04-01,STR-HYD-05,Hyderabad,P0050,Raincoat Foldable,Clothing,240,49,1483.95
2023-04-01,STR-HYD-05,Hyderabad,P0058,Kids T-Shirt Pack,Clothing,202,43,2928.22
2023-04-01,STR-HYD-05,Hyderabad,P0049,Formal Blazer,Clothing,231,27,2831.83
2023-04-01,STR-HYD-05,Hyderabad,P0143,Skipping Rope Speed,Sports,369,36,2049.51
2023-04-01,STR-HYD-05,Hyderabad,P0115,Mixing Bowl Set 3pc,Home & Kitchen,377,45,9149.23
2023-04-01,STR-HYD-05,Hyderabad,P0091,Non-Stick Pan 24cm,Home & Kitchen,229,45,1245.44
2023-04-01,STR-HYD-05,Hyderabad,P0042,Ethnic Dupatta,Clothing,157,45,444.38
2023-04-01,STR-HYD-05,Hyderabad,P0118,Sunscreen SPF 50 50ml,Beauty,235,35,2154.01
2023-04-01,STR-HYD-05,Hyderabad,P0009,Keyboard Mechanical,Electronics,65,41,14680.15
2023-04-01,STR-HYD-05,Hyderabad,P0131,Hand Cream 75ml,Beauty,111,49,963.86
2023-04-01,STR-HYD-05,Hyderabad,P0175,Dune Frank Herbert,Books,44,27,1078.62
2023-04-01,STR-HYD-05,Hyderabad,P0176,Harry Potter Box Set,Books,206,27,280.73
2023-04-01,STR-HYD-05,Hyderabad,P0028,Mini Projector,Electronics,85,10,4338.83
2023-04-01,STR-HYD-05,Hyderabad,P0070,Instant Noodles 12pk,Groceries,82,15,170.73
2023-04-01,STR-HYD-05,Hyderabad,P0022,Ring Light 10in,Electronics,166,48,23865.31
2023-04-01,STR-HYD-05,Hyderabad,P0063,Sunflower Oil 1L,Groceries,41,49,374.54
2023-04-01,STR-PUN-01,Pune,P0015,Charger 65W GaN,Electronics,179,38,22943.82
2023-04-01,STR-PUN-01,Pune,P0050,Raincoat Foldable,Clothing,491,17,1834.33
2023-04-01,STR-PUN-01,Pune,P0157,Swimming Goggles,Sports,176,48,2620.49
2023-04-01,STR-PUN-01,Pune,P0192,Doll House Furniture,Toys,443,46,770.08
2023-04-01,STR-PUN-01,Pune,P0098,Dinner Set 24pc,Home & Kitchen,355,44,6132.77
2023-04-01,STR-PUN-01,Pune,P0135,Hair Gel Strong Hold,Beauty,154,14,359.28
2023-04-01,STR-PUN-01,Pune,P0003,USB-C Hub,Electronics,428,27,11815.88
2023-04-01,STR-PUN-01,Pune,P0002,Wireless Earbuds,Electronics,130,20,1785.03
2023-04-01,STR-PUN-01,Pune,P0142,Resistance Bands Set,Sports,349,16,3396.6
2023-04-01,STR-PUN-01,Pune,P0147,Football Size 5,Sports,203,17,4032.38
2023-04-01,STR-PUN-01,Pune,P0075,Cumin Seeds 100g,Groceries,366,39,425.63
2023-04-01,STR-PUN-01,Pune,P0042,Ethnic Dupatta,Clothing,124,47,427.7
2023-04-01,STR-PUN-01,Pune,P0085,Papad 200g,Groceries,0,50,267.54
2023-04-01,STR-PUN-01,Pune,P0121,Shampoo Anti-Dandruff 300ml,Beauty,340,42,2952.59
2023-04-01,STR-PUN-01,Pune,P0161,Atomic Habits,Books,218,35,158.1
2023-04-01,STR-PUN-01,Pune,P0198,Globe Educational,Toys,131,22,207.42
2023-04-01,STR-PUN-01,Pune,P0165,Rich Dad Poor Dad,Books,331,46,1369.37
2023-04-01,STR-PUN-01,Pune,P0010,Mouse Wireless,Electronics,334,18,1936.51
2023-04-01,STR-PUN-01,Pune,P0059,Night Suit,Clothing,182,31,793.86
2023-04-01,STR-PUN-01,Pune,P0077,Ghee 500ml,Groceries,386,49,558.48
2023-04-01,STR-PUN-01,Pune,P0129,Deodorant Roll-On,Beauty,463,34,3496.75
2023-04-01,STR-PUN-01,Pune,P0071,Pasta Penne 500g,Groceries,0,49,144.4
2023-04-01,STR-PUN-01,Pune,P0020,Noise Cancelling Headphones,Electronics,303,19,1451.77
2023-04-01,STR-PUN-01,Pune,P0004,Power Bank 20000mAh,Electronics,148,25,8110.66
2023-04-01,STR-PUN-01,Pune,P0045,Running Shorts,Clothing,441,23,548.05
2023-04-01,STR-PUN-01,Pune,P0175,Dune Frank Herbert,Books,404,14,1082.69
2023-04-01,STR-PUN-01,Pune,P0186,Nerf Blaster,Toys,139,39,1120.82
2023-04-01,STR-PUN-01,Pune,P0188,Chemistry Kit Kids,Toys,234,13,882.77
2023-04-01,STR-PUN-01,Pune,P0125,Compact Powder,Beauty,402,38,67.1
2023-04-01,STR-PUN-01,Pune,P0184,Hot Wheels 5 Car Pack,Toys,361,16,339.78
2023-04-01,STR-PUN-01,Pune,P0141,Yoga Mat 6mm,Sports,376,26,3090.0
2023-04-01,STR-PUN-01,Pune,P0066,Green Tea 100bags,Groceries,328,12,618.84
2023-04-01,STR-PUN-01,Pune,P0164,The Alchemist,Books,181,10,1127.16
2023-04-01,STR-PUN-01,Pune,P0152,Gym Bag Duffle,Sports,267,49,5000.25
2023-04-01,STR-PUN-01,Pune,P0082,Muesli 1kg,Groceries,307,42,195.34
2023-04-01,STR-PUN-01,Pune,P0046,Sweatshirt Crew Neck,Clothing,0,45,1168.58
2023-04-01,STR-PUN-01,Pune,P0167,Python Crash Course,Books,79,22,372.97
2023-04-01,STR-PUN-01,Pune,P0056,Bermuda Shorts,Clothing,50,44,2469.58
2023-04-01,STR-PUN-01,Pune,P0067,Honey Organic 500g,Groceries,383,13,189.06
2023-04-01,STR-PUN-01,Pune,P0194,Card Game UNO,Toys,355,18,2864.45
2023-04-01,STR-PUN-02,Pune,P0141,Yoga Mat 6mm,Sports,193,13,3341.22
2023-04-01,STR-PUN-02,Pune,P0152,Gym Bag Duffle,Sports,133,16,5029.13
2023-04-01,STR-PUN-02,Pune,P0054,Oxford Shirt,Clothing,457,36,4104.08
2023-04-01,STR-PUN-02,Pune,P0076,Coconut Oil 1L,Groceries,195,40,295.17
2023-04-01,STR-PUN-02,Pune,P0186,Nerf Blaster,Toys,0,43,1070.18
2023-04-01,STR-PUN-02,Pune,P0149,Cycling Gloves,Sports,139,16,1644.98
2023-04-01,STR-PUN-02,Pune,P0057,Lehenga Choli,Clothing,386,36,838.34
2023-04-01,STR-PUN-02,Pune,P0004,Power Bank 20000mAh,Electronics,270,24,8680.51
2023-04-01,STR-PUN-02,Pune,P0059,Night Suit,Clothing,497,36,972.39
2023-04-01,STR-PUN-02,Pune,P0010,Mouse Wireless,Electronics,470,45,1968.15
2023-04-01,STR-PUN-02,Pune,P0148,Table Tennis Paddle,Sports,346,15,4585.7
2023-04-01,STR-PUN-02,Pune,P0032,Slim Fit Jeans,Clothing,150,11,3148.71
2023-04-01,STR-PUN-02,Pune,P0196,Drone Mini Kids,Toys,111,17,2403.61
2023-04-01,STR-PUN-02,Pune,P0040,Linen Shirt,Clothing,59,17,2457.18
2023-04-01,STR-PUN-02,Pune,P0110,Iron Steam 1200W,Home & Kitchen,336,49,10826.84
2023-04-01,STR-PUN-02,Pune,P0013,Screen Protector,Electronics,132,50,2184.56
2023-04-01,STR-PUN-02,Pune,P0038,Chino Trousers,Clothing,391,30,2734.73
2023-04-01,STR-PUN-02,Pune,P0117,Moisturiser SPF 30,Beauty,495,26,1202.11
2023-04-01,STR-PUN-02,Pune,P0020,Noise Cancelling Headphones,Electronics,265,21,1170.09
2023-04-01,STR-PUN-02,Pune,P0074,Turmeric Powder 200g,Groceries,373,38,230.1
2023-04-01,STR-PUN-02,Pune,P0068,Oats 1kg,Groceries,180,41,30.85
2023-04-01,STR-PUN-02,Pune,P0115,Mixing Bowl Set 3pc,Home & Kitchen,299,17,10779.9
2023-04-01,STR-PUN-02,Pune,P0185,Board Game Monopoly,Toys,12,50,1277.48
2023-04-01,STR-PUN-02,Pune,P0135,Hair Gel Strong Hold,Beauty,168,41,399.5
2023-04-01,STR-PUN-02,Pune,P0192,Doll House Furniture,Toys,0,42,822.79
2023-04-01,STR-PUN-02,Pune,P0101,Lunch Box 3-Tier,Home & Kitchen,207,17,196.67
2023-04-01,STR-PUN-02,Pune,P0069,Peanut Butter 400g,Groceries,87,21,244.28
2023-04-01,STR-PUN-02,Pune,P0146,Badminton Racquet Pair,Sports,45,42,1603.36
2023-04-01,STR-PUN-02,Pune,P0140,Bath Bombs Set 4pc,Beauty,339,34,580.1
2023-04-01,STR-PUN-02,Pune,P0114,Dustbin Pedal 12L,Home & Kitchen,113,42,1811.34
2023-04-01,STR-PUN-02,Pune,P0086,Jaggery 1kg,Groceries,355,38,167.35
2023-04-01,STR-PUN-02,Pune,P0090,Almonds 250g,Groceries,160,21,37.45
2023-04-01,STR-PUN-02,Pune,P0039,Denim Jacket,Clothing,441,47,3579.52
2023-04-01,STR-PUN-02,Pune,P0066,Green Tea 100bags,Groceries,17,30,483.61
2023-04-01,STR-PUN-02,Pune,P0045,Running Shorts,Clothing,0,50,506.87
2023-04-01,STR-PUN-02,Pune,P0033,Formal Shirt,Clothing,349,42,2683.81
2023-04-01,STR-PUN-02,Pune,P0088,Saffron 1g,Groceries,238,41,402.51
2023-04-01,STR-PUN-02,Pune,P0144,Water Bottle Gym 750ml,Sports,268,14,6483.21
2023-04-01,STR-PUN-02,Pune,P0128,Perfume EDT 100ml,Beauty,214,40,3160.49
2023-04-01,STR-PUN-02,Pune,P0191,Remote Control Car,Toys,146,35,1167.83
2023-04-01,STR-PUN-03,Pune,P0165,Rich Dad Poor Dad,Books,140,41,1071.25
2023-04-01,STR-PUN-03,Pune,P0072,Olive Oil 500ml,Groceries,195,45,701.28
2023-04-01,STR-PUN-03,Pune,P0076,Coconut Oil 1L,Groceries,250,47,279.7
2023-04-01,STR-PUN-03,Pune,P0068,Oats 1kg,Groceries,184,44,31.38
2023-04-01,STR-PUN-03,Pune,P0120,Hair Oil Coconut 200ml,Beauty,44,35,631.36
2023-04-01,STR-PUN-03,Pune,P0130,Body Lotion 400ml,Beauty,191,30,2813.5
2023-04-01,STR-PUN-03,Pune,P0084,Pickle Mango 500g,Groceries,329,35,667.64
2023-04-01,STR-PUN-03,Pune,P0013,Screen Protector,Electronics,403,49,1686.81
2023-04-01,STR-PUN-03,Pune,P0182,Rubik's Cube 3x3,Toys,303,33,1786.66
2023-04-01,STR-PUN-03,Pune,P0122,Conditioner Keratin 200ml,Beauty,218,40,1857.59
2023-04-01,STR-PUN-03,Pune,P0027,Cable Organiser Box,Electronics,394,42,4499.58
2023-04-01,STR-PUN-03,Pune,P0057,Lehenga Choli,Clothing,59,38,835.03
2023-04-01,STR-PUN-03,Pune,P0049,Formal Blazer,Clothing,490,42,3058.05
2023-04-01,STR-PUN-03,Pune,P0078,Milk Powder 500g,Groceries,0,29,340.12
2023-04-01,STR-PUN-03,Pune,P0048,Printed Kurti,Clothing,0,13,1244.81
2023-04-01,STR-PUN-03,Pune,P0194,Card Game UNO,Toys,274,10,2709.54
2023-04-01,STR-PUN-03,Pune,P0017,Ethernet Cable 5m,Electronics,23,28,8235.17
2023-04-01,STR-PUN-03,Pune,P0131,Hand Cream 75ml,Beauty,239,31,1205.24
2023-04-01,STR-PUN-03,Pune,P0089,Cashew Nuts 250g,Groceries,411,50,68.51
2023-04-01,STR-PUN-03,Pune,P0198,Globe Educational,Toys,105,14,264.87
2023-04-01,STR-PUN-03,Pune,P0179,Digital Minimalism,Books,298,26,634.05
2023-04-01,STR-PUN-03,Pune,P0141,Yoga Mat 6mm,Sports,219,40,3573.54
2023-04-01,STR-PUN-03,Pune,P0133,Makeup Remover 150ml,Beauty,467,45,3260.59
2023-04-01,STR-PUN-03,Pune,P0024,Streaming Stick,Electronics,203,22,6189.9
2023-04-01,STR-PUN-03,Pune,P0095,Pillow Memory Foam,Home & Kitchen,66,14,670.05
2023-04-01,STR-PUN-03,Pune,P0191,Remote Control Car,Toys,183,40,1099.87
2023-04-01,STR-PUN-03,Pune,P0106,Door Mat Coir,Home & Kitchen,59,18,6191.49
2023-04-01,STR-PUN-03,Pune,P0115,Mixing Bowl Set 3pc,Home & Kitchen,103,38,10353.11
2023-04-01,STR-PUN-03,Pune,P0019,Portable Monitor 15in,Electronics,5,25,27137.42
2023-04-01,STR-PUN-03,Pune,P0164,The Alchemist,Books,75,42,1123.02
2023-04-01,STR-PUN-03,Pune,P0167,Python Crash Course,Books,131,32,344.83
2023-04-01,STR-PUN-03,Pune,P0121,Shampoo Anti-Dandruff 300ml,Beauty,291,26,2550.69
2023-04-01,STR-PUN-03,Pune,P0097,Curtains Blackout 2pc,Home & Kitchen,469,22,9228.61
2023-04-01,STR-PUN-03,Pune,P0044,Cotton Saree,Clothing,345,40,1304.78
2023-04-01,STR-PUN-03,Pune,P0111,Vacuum Flask 1L,Home & Kitchen,134,22,10314.41
2023-04-01,STR-PUN-03,Pune,P0040,Linen Shirt,Clothing,480,35,2538.14
2023-04-01,STR-PUN-03,Pune,P0155,Dumbbells 5kg Pair,Sports,367,18,977.65
2023-04-01,STR-PUN-03,Pune,P0001,Bluetooth Speaker,Electronics,342,24,25677.82
2023-04-01,STR-PUN-03,Pune,P0173,12 Rules for Life,Books,297,32,627.38
2023-04-01,STR-PUN-03,Pune,P0028,Mini Projector,Electronics,155,43,4367.27
2023-04-01,STR-PUN-04,Pune,P0194,Card Game UNO,Toys,431,39,2949.59
2023-04-01,STR-PUN-04,Pune,P0125,Compact Powder,Beauty,39,10,78.82
2023-04-01,STR-PUN-04,Pune,P0043,Winter Sweater,Clothing,485,10,1113.03
2023-04-01,STR-PUN-04,Pune,P0072,Olive Oil 500ml,Groceries,466,32,644.84
2023-04-01,STR-PUN-04,Pune,P0129,Deodorant Roll-On,Beauty,133,34,3302.96
2023-04-01,STR-PUN-04,Pune,P0113,Table Lamp Ceramic,Home & Kitchen,167,36,6064.11
2023-04-01,STR-PUN-04,Pune,P0182,Rubik's Cube 3x3,Toys,244,46,1968.63
2023-04-01,STR-PUN-04,Pune,P0005,Smartwatch Band,Electronics,353,45,28490.43
2023-04-01,STR-PUN-04,Pune,P0180,Meditations Marcus Aurelius,Books,300,39,695.61
2023-04-01,STR-PUN-04,Pune,P0049,Formal Blazer,Clothing,108,15,2545.71
2023-04-01,STR-PUN-04,Pune,P0142,Resistance Bands Set,Sports,136,46,4003.65
2023-04-01,STR-PUN-04,Pune,P0199,Magic Kit 50 Tricks,Toys,242,48,2674.24
2023-04-01,STR-PUN-04,Pune,P0137,Mascara Volumising,Beauty,473,31,338.11
2023-04-01,STR-PUN-04,Pune,P0093,Glass Storage Set,Home & Kitchen,225,35,7363.56
2023-04-01,STR-PUN-04,Pune,P0050,Raincoat Foldable,Clothing,15,36,1717.06
2023-04-01,STR-PUN-04,Pune,P0110,Iron Steam 1200W,Home & Kitchen,316,44,10009.3
2023-04-01,STR-PUN-04,Pune,P0131,Hand Cream 75ml,Beauty,148,36,1067.29
2023-04-01,STR-PUN-04,Pune,P0169,Thinking Fast and Slow,Books,41,30,357.98
2023-04-01,STR-PUN-04,Pune,P0149,Cycling Gloves,Sports,297,46,1349.22
2023-04-01,STR-PUN-04,Pune,P0140,Bath Bombs Set 4pc,Beauty,257,20,470.58
2023-04-01,STR-PUN-04,Pune,P0086,Jaggery 1kg,Groceries,385,13,159.09
2023-04-01,STR-PUN-04,Pune,P0115,Mixing Bowl Set 3pc,Home & Kitchen,148,46,8978.23
2023-04-01,STR-PUN-04,Pune,P0130,Body Lotion 400ml,Beauty,267,25,2560.17
2023-04-01,STR-PUN-04,Pune,P0002,Wireless Earbuds,Electronics,468,38,1786.7
2023-04-01,STR-PUN-04,Pune,P0003,USB-C Hub,Electronics,360,23,9331.55
2023-04-01,STR-PUN-04,Pune,P0029,Fitness Tracker,Electronics,310,44,33578.18
2023-04-01,STR-PUN-04,Pune,P0084,Pickle Mango 500g,Groceries,137,16,670.85
2023-04-01,STR-PUN-04,Pune,P0160,Pull-Up Bar Doorway,Sports,406,23,1704.77
2023-04-01,STR-PUN-04,Pune,P0040,Linen Shirt,Clothing,456,46,2709.73
2023-04-01,STR-PUN-04,Pune,P0139,Face Scrub 100g,Beauty,17,12,2664.57
2023-04-01,STR-PUN-04,Pune,P0077,Ghee 500ml,Groceries,127,40,695.32
2023-04-01,STR-PUN-04,Pune,P0138,Lipstick Matte,Beauty,43,28,2876.06
2023-04-01,STR-PUN-04,Pune,P0020,Noise Cancelling Headphones,Electronics,43,22,1296.84
2023-04-01,STR-PUN-04,Pune,P0166,Deep Work,Books,285,30,181.86
2023-04-01,STR-PUN-04,Pune,P0067,Honey Organic 500g,Groceries,235,29,160.95
2023-04-01,STR-PUN-04,Pune,P0058,Kids T-Shirt Pack,Clothing,419,21,2756.12
2023-04-01,STR-PUN-04,Pune,P0098,Dinner Set 24pc,Home & Kitchen,109,41,5138.95
2023-04-01,STR-PUN-04,Pune,P0044,Cotton Saree,Clothing,428,25,1415.95
2023-04-01,STR-PUN-04,Pune,P0176,Harry Potter Box Set,Books,28,16,331.04
2023-04-01,STR-PUN-04,Pune,P0175,Dune Frank Herbert,Books,333,32,1305.91
2023-04-01,STR-PUN-05,Pune,P0027,Cable Organiser Box,Electronics,69,31,4188.36
2023-04-01,STR-PUN-05,Pune,P0103,Towel Set Bath 4pc,Home & Kitchen,0,18,7326.94
2023-04-01,STR-PUN-05,Pune,P0081,Cornflakes 500g,Groceries,131,38,396.46
2023-04-01,STR-PUN-05,Pune,P0059,Night Suit,Clothing,340,30,880.67
2023-04-01,STR-PUN-05,Pune,P0197,Art Supplies Box 80pc,Toys,0,32,1382.0
2023-04-01,STR-PUN-05,Pune,P0136,Eyeshadow Palette 12pc,Beauty,147,33,1945.09
2023-04-01,STR-PUN-05,Pune,P0061,Basmati Rice 5kg,Groceries,188,28,631.52
2023-04-01,STR-PUN-05,Pune,P0037,Polo T-Shirt,Clothing,477,35,3352.56
2023-04-01,STR-PUN-05,Pune,P0153,Sweatband Wrist 2pc,Sports,0,15,3207.58
2023-04-01,STR-PUN-05,Pune,P0158,Weight Gloves Pair,Sports,310,17,4010.86
2023-04-01,STR-PUN-05,Pune,P0066,Green Tea 100bags,Groceries,230,10,576.89
2023-04-01,STR-PUN-05,Pune,P0072,Olive Oil 500ml,Groceries,267,33,747.43
2023-04-01,STR-PUN-05,Pune,P0074,Turmeric Powder 200g,Groceries,85,24,218.57
2023-04-01,STR-PUN-05,Pune,P0092,Pressure Cooker 5L,Home & Kitchen,46,26,6385.17
2023-04-01,STR-PUN-05,Pune,P0160,Pull-Up Bar Doorway,Sports,368,36,1879.2
2023-04-01,STR-PUN-05,Pune,P0051,Thermal Innerwear,Clothing,242,19,1852.93
2023-04-01,STR-PUN-05,Pune,P0060,Dhoti Cotton,Clothing,429,16,1777.78
2023-04-01,STR-PUN-05,Pune,P0164,The Alchemist,Books,489,37,1342.62
