shipment_id,order_id,origin_store,destination_city,ship_date,delivery_date,status,carrier
SHP-002409,WEB-007307,STR-PUN-05,Kolkata,2024-10-07,2024-10-09,Delivered,Ecom Express
SHP-002410,WEB-010472,STR-HYD-05,Mumbai,2023-11-20,2023-11-24,Delivered,DTDC
SHP-002411,WEB-006036,STR-LUC-02,Jaipur,2024-07-13,2024-07-15,Delivered,Shadowfax
SHP-002412,WEB-000335,STR-HYD-03,Lucknow,2023-05-25,2023-05-30,Delivered,DTDC
SHP-002413,WEB-014225,STR-HYD-05,Kolkata,2025-01-14,2025-01-17,Returned,BlueDart
SHP-002414,WEB-001263,STR-AHM-05,Ahmedabad,2024-05-07,2024-05-12,Delivered,Delhivery
SHP-002415,WEB-004468,STR-PUN-05,Pune,2023-07-28,2023-08-02,Delivered,DTDC
SHP-002416,WEB-006266,STR-DEL-05,Bangalore,2024-08-05,2024-08-08,Delivered,Ecom Express
SHP-002417,WEB-011935,STR-AHM-01,Ahmedabad,2024-02-28,2024-02-29,Delivered,Ecom Express
SHP-002418,WEB-003556,STR-LUC-04,Delhi,2024-08-26,2024-09-04,Delivered,Ecom Express
SHP-002419,WEB-002629,STR-KOL-01,Lucknow,2024-04-02,2024-04-05,Delivered,Ecom Express
SHP-002420,WEB-005980,STR-BAN-05,Mumbai,2024-05-07,2024-05-08,Delivered,Ecom Express
SHP-002421,WEB-003530,STR-PUN-05,Bangalore,2023-11-06,2023-11-07,Delayed,XpressBees
SHP-002422,WEB-002850,STR-DEL-01,Kolkata,2023-07-22,2023-07-23,Delivered,India Post
SHP-002423,WEB-014968,STR-HYD-03,Ahmedabad,2024-09-07,2024-09-08,Delivered,Delhivery
SHP-002424,WEB-012337,STR-AHM-01,Kolkata,2024-07-22,2024-07-25,Delivered,DTDC
SHP-002425,WEB-002715,STR-DEL-04,Mumbai,2023-10-26,2023-11-08,Delivered,Delhivery
SHP-002426,WEB-007552,STR-CHE-01,Jaipur,2023-12-22,2023-12-26,Delivered,India Post
SHP-002427,WEB-010040,STR-MUM-01,Pune,2023-08-30,2023-09-03,Delivered,DTDC
SHP-002428,WEB-010399,STR-CHE-03,Lucknow,2024-02-20,2024-02-22,Delivered,Delhivery
SHP-002429,WEB-012573,STR-JAI-01,Jaipur,2023-10-26,2023-10-28,Delivered,DTDC
SHP-002430,WEB-006073,STR-DEL-02,Hyderabad,2024-09-25,2024-09-27,Delivered,XpressBees
SHP-002431,WEB-001952,STR-DEL-05,Pune,2023-05-14,2023-05-17,Delivered,XpressBees
SHP-002432,WEB-014339,STR-HYD-01,Bangalore,2024-03-27,2024-04-01,Delivered,Delhivery
SHP-002433,WEB-013673,STR-HYD-01,Mumbai,2024-05-21,2024-05-31,Delivered,Ecom Express
SHP-002434,WEB-002927,STR-AHM-04,Hyderabad,2024-01-15,2024-01-16,Delivered,DTDC
SHP-002435,WEB-002561,STR-AHM-01,Mumbai,2024-03-06,,In Transit,Ecom Express
SHP-002436,WEB-001592,STR-HYD-03,Bangalore,2023-12-15,2023-12-24,Delivered,Delhivery
SHP-002437,WEB-009016,STR-PUN-05,Bangalore,2024-03-31,2024-04-01,Delivered,Ecom Express
SHP-002438,WEB-014870,STR-HYD-05,Mumbai,2025-01-01,2025-01-05,Delivered,Ecom Express
SHP-002439,WEB-012596,STR-HYD-05,Kolkata,2024-03-24,2024-03-31,Delivered,India Post
SHP-002440,WEB-012321,STR-CHE-04,Hyderabad,2025-01-22,2025-02-03,Delivered,Shadowfax
SHP-002441,WEB-004663,STR-HYD-05,Bangalore,2023-08-02,2023-08-04,Delivered,Shadowfax
SHP-002442,WEB-013823,STR-AHM-05,Lucknow,2023-03-22,2023-03-26,Delivered,Ecom Express
SHP-002443,WEB-004580,STR-PUN-05,Delhi,2023-01-25,2023-01-27,Delivered,India Post
SHP-002444,WEB-013249,STR-CHE-04,Bangalore,2023-08-09,2023-08-14,Delivered,Ecom Express
SHP-002445,WEB-005475,STR-HYD-03,Delhi,2024-05-21,2024-05-24,Delayed,Delhivery
SHP-002446,WEB-010151,STR-KOL-02,Delhi,2023-04-04,2023-04-06,Delivered,DTDC
SHP-002447,WEB-012825,STR-HYD-05,Bangalore,2024-07-26,2024-08-04,Delivered,Ecom Express
SHP-002448,WEB-011752,STR-DEL-03,Mumbai,2023-05-19,2023-05-20,Delivered,Delhivery
SHP-002449,WEB-004158,STR-PUN-03,Kolkata,2023-09-13,2023-09-17,Delivered,Ecom Express
SHP-002450,WEB-009340,STR-KOL-01,Jaipur,2024-04-09,2024-04-20,Delivered,India Post
SHP-002451,WEB-002757,STR-PUN-03,Pune,2023-05-25,2023-05-26,Delivered,Ecom Express
SHP-002452,WEB-010952,STR-DEL-04,Lucknow,2023-07-05,2023-07-10,Delivered,Shadowfax
SHP-002453,WEB-014209,STR-CHE-02,Delhi,2023-11-10,2023-11-13,Delivered,Ecom Express
SHP-002454,WEB-013495,STR-LUC-04,Hyderabad,2024-07-11,,In Transit,DTDC
SHP-002455,WEB-014166,STR-JAI-02,Chennai,2024-03-20,2024-03-22,Delivered,BlueDart
SHP-002456,WEB-002417,STR-AHM-02,Pune,2023-08-16,2023-08-21,Delivered,Shadowfax
SHP-002457,WEB-012487,STR-LUC-04,Pune,2023-11-13,2023-11-17,Delivered,India Post
SHP-002458,WEB-002912,STR-AHM-05,Bangalore,2024-07-04,2024-07-05,Delivered,BlueDart
SHP-002459,WEB-001011,STR-MUM-02,Jaipur,2024-11-20,2024-11-28,Returned,Shadowfax
SHP-002460,WEB-001393,STR-LUC-02,Mumbai,2023-07-18,2023-07-23,Delivered,Shadowfax
SHP-002461,WEB-011980,STR-CHE-01,Kolkata,2023-02-13,2023-02-17,Delivered,DTDC
SHP-002462,WEB-004476,STR-CHE-04,Delhi,2023-05-13,2023-05-22,Delivered,India Post
SHP-002463,WEB-005093,STR-MUM-04,Hyderabad,2024-11-29,2024-12-03,Delivered,India Post
SHP-002464,WEB-000602,STR-HYD-05,Pune,2023-12-25,2023-12-26,Delivered,BlueDart
SHP-002465,WEB-001951,STR-AHM-02,Pune,2024-04-08,2024-04-09,Delivered,Shadowfax
SHP-002466,WEB-004352,STR-LUC-03,Delhi,2024-12-16,2024-12-29,Returned,India Post
SHP-002467,WEB-011481,STR-CHE-05,Kolkata,2024-02-07,2024-02-09,Delivered,Delhivery
SHP-002468,WEB-005860,STR-LUC-01,Jaipur,2024-09-14,2024-09-16,Delivered,Shadowfax
SHP-002469,WEB-006051,STR-CHE-05,Bangalore,2023-10-24,2023-11-02,Delivered,India Post
SHP-002470,WEB-006341,STR-LUC-02,Jaipur,2023-11-28,2023-12-02,Delivered,Delhivery
SHP-002471,WEB-014387,STR-MUM-02,Hyderabad,2024-04-25,2024-04-26,Delivered,Delhivery
SHP-002472,WEB-014465,STR-JAI-04,Ahmedabad,2024-10-26,2024-10-27,Delivered,DTDC
SHP-002473,WEB-006604,STR-PUN-05,Pune,2024-08-09,2024-08-12,Delivered,XpressBees
SHP-002474,WEB-010556,STR-CHE-02,Kolkata,2024-04-01,2024-04-04,Delivered,BlueDart
SHP-002475,WEB-013402,STR-HYD-01,Jaipur,2023-07-07,2023-07-11,Delivered,XpressBees
SHP-002476,WEB-003052,STR-HYD-05,Ahmedabad,2023-11-26,2023-11-27,Delivered,India Post
SHP-002477,WEB-006920,STR-AHM-03,Chennai,2023-09-18,2023-09-19,Delivered,XpressBees
SHP-002478,WEB-007744,STR-BAN-01,Kolkata,2023-08-04,2023-08-06,Delivered,DTDC
SHP-002479,WEB-008927,STR-BAN-04,Delhi,2023-02-01,2023-02-15,Delivered,BlueDart
SHP-002480,WEB-005523,STR-LUC-02,Pune,2024-10-30,2024-11-04,Delivered,XpressBees
SHP-002481,WEB-008970,STR-AHM-01,Lucknow,2024-07-06,2024-07-11,Delivered,India Post
SHP-002482,WEB-010201,STR-JAI-01,Hyderabad,2024-08-07,2024-08-08,Delivered,India Post
SHP-002483,WEB-014767,STR-MUM-05,Lucknow,2024-06-02,2024-06-07,Delivered,Shadowfax
SHP-002484,WEB-002408,STR-MUM-03,Mumbai,2024-12-30,2025-01-03,Delivered,XpressBees
SHP-002485,WEB-000799,STR-HYD-04,Chennai,2023-07-12,2023-07-13,Delivered,DTDC
SHP-002486,WEB-003016,STR-PUN-01,Bangalore,2023-08-05,2023-08-07,Delivered,India Post
SHP-002487,WEB-014583,STR-CHE-04,Hyderabad,2023-11-12,2023-11-13,Delivered,DTDC
SHP-002488,WEB-004732,STR-AHM-02,Pune,2023-04-09,2023-04-10,Delivered,DTDC
SHP-002489,WEB-010733,STR-KOL-04,Kolkata,2024-01-19,2024-01-24,Delivered,Ecom Express
SHP-002490,WEB-010874,STR-JAI-04,Hyderabad,2024-12-13,2024-12-15,Delivered,Shadowfax
SHP-002491,WEB-013069,STR-HYD-03,Kolkata,2023-12-11,2023-12-15,Delivered,BlueDart
SHP-002492,WEB-000255,STR-AHM-01,Kolkata,2023-10-22,2023-10-24,Delivered,BlueDart
SHP-002493,WEB-011087,STR-PUN-01,Bangalore,2024-09-16,2024-09-19,Delivered,Shadowfax
SHP-002494,WEB-013040,STR-HYD-01,Bangalore,2023-12-13,2023-12-23,Delivered,Delhivery
SHP-002495,WEB-000651,STR-JAI-03,Delhi,2024-10-28,2024-11-02,Delivered,India Post
SHP-002496,WEB-009111,STR-KOL-05,Lucknow,2024-04-21,2024-04-24,Delivered,XpressBees
SHP-002497,WEB-000632,STR-BAN-05,Bangalore,2023-01-05,2023-01-10,Delivered,DTDC
SHP-002498,WEB-011153,STR-KOL-01,Pune,2023-09-04,2023-09-17,Delivered,XpressBees
SHP-002499,WEB-009891,STR-JAI-03,Jaipur,2024-06-30,2024-07-02,Delivered,DTDC
SHP-002500,WEB-002207,STR-MUM-05,Bangalore,2024-12-05,2024-12-09,Delivered,India Post
SHP-002501,WEB-014053,STR-DEL-02,Lucknow,2023-09-03,2023-09-06,Delivered,BlueDart
SHP-002502,WEB-011253,STR-CHE-03,Bangalore,2024-08-15,2024-08-18,Delivered,DTDC
SHP-002503,WEB-005573,STR-BAN-05,Pune,2024-12-09,2024-12-19,Delivered,XpressBees
SHP-002504,WEB-007125,STR-AHM-01,Kolkata,2024-09-13,2024-09-18,Delivered,DTDC
SHP-002505,WEB-011039,STR-LUC-02,Jaipur,2024-11-12,2024-11-14,Delivered,XpressBees
SHP-002506,WEB-012383,STR-PUN-04,Mumbai,2023-08-08,2023-08-10,Delivered,XpressBees
SHP-002507,WEB-006411,STR-CHE-02,Jaipur,2023-01-05,2023-01-13,Delivered,BlueDart
SHP-002508,WEB-009707,STR-MUM-01,Jaipur,2025-01-11,2025-01-15,Delivered,XpressBees
SHP-002509,WEB-013571,STR-CHE-02,Jaipur,2024-07-13,2024-07-15,Delivered,XpressBees
SHP-002510,WEB-006470,STR-KOL-03,Pune,2023-09-10,2023-09-15,Delivered,BlueDart
SHP-002511,WEB-011374,STR-JAI-01,Jaipur,2024-11-07,2024-11-12,Delivered,Delhivery
SHP-002512,WEB-000457,STR-AHM-02,Ahmedabad,2024-09-18,2024-09-20,Delayed,Ecom Express
SHP-002513,WEB-010266,STR-LUC-02,Lucknow,2023-11-02,2023-11-03,Delivered,BlueDart
SHP-002514,WEB-008712,STR-HYD-02,Ahmedabad,2024-11-20,2024-11-24,Delayed,Delhivery
SHP-002515,WEB-008438,STR-LUC-04,Chennai,2025-01-03,2025-01-05,Delivered,Shadowfax
SHP-002516,WEB-003866,STR-PUN-03,Ahmedabad,2023-06-08,2023-06-11,Delivered,DTDC
SHP-002517,WEB-002539,STR-BAN-03,Lucknow,2024-07-22,2024-07-27,Delivered,BlueDart
SHP-002518,WEB-003593,STR-KOL-02,Kolkata,2023-01-04,2023-01-08,Delivered,Shadowfax
SHP-002519,WEB-013606,STR-KOL-04,Ahmedabad,2024-03-22,2024-03-25,Delivered,DTDC
SHP-002520,WEB-009942,STR-BAN-03,Kolkata,2023-09-29,,In Transit,DTDC
SHP-002521,WEB-006907,STR-DEL-04,Mumbai,2023-02-10,2023-02-15,Delivered,DTDC
SHP-002522,WEB-006245,STR-DEL-02,Mumbai,2024-08-21,2024-08-24,Delivered,Shadowfax
SHP-002523,WEB-003046,STR-KOL-05,Jaipur,2024-01-25,2024-01-28,Delivered,India Post
SHP-002524,WEB-008635,STR-CHE-03,Lucknow,2023-12-11,2023-12-12,Delivered,XpressBees
SHP-002525,WEB-012003,STR-LUC-01,Hyderabad,2025-01-15,2025-01-16,Delivered,XpressBees
SHP-002526,WEB-008478,STR-CHE-01,Delhi,2023-08-08,2023-08-12,Delivered,Delhivery
SHP-002527,WEB-010163,STR-CHE-03,Ahmedabad,2024-12-04,2024-12-09,Delivered,Delhivery
SHP-002528,WEB-002331,STR-LUC-03,Lucknow,2024-03-01,2024-03-03,Delivered,BlueDart
SHP-002529,WEB-009050,STR-HYD-01,Kolkata,2023-02-25,2023-03-09,Delivered,Ecom Express
SHP-002530,WEB-013655,STR-LUC-01,Bangalore,2024-07-31,2024-08-04,Delivered,Shadowfax
SHP-002531,WEB-005222,STR-HYD-01,Jaipur,2023-04-11,2023-04-15,Delivered,Delhivery
SHP-002532,WEB-008691,STR-LUC-04,Lucknow,2024-01-10,2024-01-17,Delivered,BlueDart
SHP-002533,WEB-007986,STR-HYD-05,Hyderabad,2024-01-22,2024-01-27,Delivered,BlueDart
SHP-002534,WEB-006338,STR-CHE-04,Lucknow,2023-03-25,2023-03-27,Delivered,India Post
SHP-002535,WEB-004104,STR-DEL-05,Hyderabad,2023-01-08,2023-01-16,Delivered,Ecom Express
SHP-002536,WEB-010401,STR-DEL-02,Pune,2023-04-22,2023-04-27,Delivered,XpressBees
SHP-002537,WEB-014885,STR-DEL-03,Delhi,2023-10-09,2023-10-11,Delivered,DTDC
SHP-002538,WEB-001264,STR-DEL-05,Ahmedabad,2023-08-13,2023-08-14,Delivered,BlueDart
SHP-002539,WEB-009440,STR-AHM-02,Delhi,2024-03-28,2024-03-29,Delivered,XpressBees
SHP-002540,WEB-010618,STR-AHM-01,Kolkata,2023-01-31,2023-02-04,Delivered,DTDC
SHP-002541,WEB-000166,STR-KOL-02,Bangalore,2024-12-31,2025-01-12,Delivered,Ecom Express
SHP-002542,WEB-014448,STR-CHE-01,Bangalore,2024-05-10,2024-05-11,Delivered,Ecom Express
SHP-002543,WEB-008502,STR-PUN-01,Delhi,2023-02-21,2023-02-25,Delivered,India Post
SHP-002544,WEB-002997,STR-DEL-03,Lucknow,2024-07-24,2024-07-26,Delivered,BlueDart
SHP-002545,WEB-007146,STR-JAI-02,Mumbai,2024-06-16,2024-06-26,Delivered,Ecom Express
SHP-002546,WEB-001743,STR-KOL-02,Mumbai,2023-09-20,2023-09-24,Returned,DTDC
SHP-002547,WEB-008372,STR-LUC-05,Ahmedabad,2025-01-07,2025-01-11,Delivered,BlueDart
SHP-002548,WEB-010095,STR-JAI-04,Lucknow,2023-07-15,2023-07-16,Delivered,India Post
SHP-002549,WEB-009844,STR-HYD-02,Mumbai,2024-04-16,2024-04-26,Delivered,BlueDart
SHP-002550,WEB-010877,STR-LUC-04,Bangalore,2024-02-21,2024-02-22,Delayed,XpressBees
SHP-002551,WEB-004459,STR-HYD-03,Hyderabad,2023-01-13,2023-01-14,Delivered,Delhivery
SHP-002552,WEB-010522,STR-DEL-03,Delhi,2024-02-10,2024-02-23,Delivered,DTDC
SHP-002553,WEB-007465,STR-DEL-03,Pune,2023-11-22,2023-11-27,Delivered,BlueDart
SHP-002554,WEB-009549,STR-JAI-01,Pune,2023-06-18,2023-06-19,Delivered,Shadowfax
SHP-002555,WEB-005641,STR-BAN-05,Jaipur,2025-01-29,2025-02-03,Delivered,Delhivery
SHP-002556,WEB-012029,STR-KOL-02,Bangalore,2024-06-24,2024-06-25,Delivered,India Post
SHP-002557,WEB-000238,STR-DEL-01,Hyderabad,2023-08-26,2023-08-31,Delivered,XpressBees
SHP-002558,WEB-003612,STR-LUC-05,Hyderabad,2023-01-10,2023-01-11,Delivered,Shadowfax
SHP-002559,WEB-006268,STR-DEL-05,Bangalore,2023-06-07,,In Transit,XpressBees
SHP-002560,WEB-003100,STR-DEL-03,Mumbai,2024-11-09,2024-11-10,Delivered,Ecom Express
SHP-002561,WEB-005428,STR-HYD-04,Ahmedabad,2024-07-12,2024-07-13,Delivered,BlueDart
SHP-002562,WEB-008780,STR-MUM-04,Chennai,2024-06-20,2024-06-25,Delivered,Ecom Express
SHP-002563,WEB-008391,STR-HYD-01,Bangalore,2023-09-29,2023-10-02,Delivered,Shadowfax
SHP-002564,WEB-014307,STR-DEL-03,Mumbai,2023-03-21,2023-03-24,Delivered,BlueDart
SHP-002565,WEB-008206,STR-HYD-05,Pune,2024-07-26,2024-07-28,Delivered,India Post
SHP-002566,WEB-006015,STR-BAN-02,Hyderabad,2023-05-07,2023-05-14,Delivered,India Post
SHP-002567,WEB-002093,STR-HYD-05,Lucknow,2023-02-20,2023-02-24,Delivered,Ecom Express
SHP-002568,WEB-011991,STR-MUM-05,Mumbai,2025-01-28,2025-02-02,Delivered,Shadowfax
SHP-002569,WEB-009032,STR-HYD-04,Mumbai,2023-02-27,2023-03-04,Delivered,DTDC
SHP-002570,WEB-005463,STR-MUM-01,Ahmedabad,2023-10-11,2023-10-14,Delivered,DTDC
SHP-002571,WEB-001044,STR-LUC-01,Delhi,2023-01-03,2023-01-06,Delivered,Delhivery
SHP-002572,WEB-010187,STR-BAN-03,Jaipur,2024-09-11,2024-09-13,Delivered,XpressBees
SHP-002573,WEB-014225,STR-BAN-01,Chennai,2025-01-27,2025-01-30,Delivered,DTDC
SHP-002574,WEB-002326,STR-HYD-02,Bangalore,2024-02-21,2024-03-05,Delivered,BlueDart
SHP-002575,WEB-008612,STR-AHM-03,Bangalore,2024-08-12,2024-08-17,Delivered,DTDC
SHP-002576,WEB-014815,STR-DEL-05,Lucknow,2023-07-15,2023-07-17,Delayed,XpressBees
SHP-002577,WEB-013200,STR-LUC-02,Bangalore,2024-08-12,2024-08-15,Delivered,India Post
SHP-002578,WEB-002913,STR-PUN-05,Mumbai,2024-02-18,2024-02-23,Delayed,Delhivery
SHP-002579,WEB-007568,STR-PUN-02,Hyderabad,2024-02-01,2024-02-06,Delivered,Shadowfax
SHP-002580,WEB-000325,STR-MUM-04,Ahmedabad,2024-05-22,2024-06-02,Delivered,India Post
SHP-002581,WEB-011180,STR-KOL-05,Mumbai,2024-01-31,2024-02-13,Delivered,Shadowfax
SHP-002582,WEB-007700,STR-HYD-02,Bangalore,2025-01-31,2025-02-13,Delivered,XpressBees
SHP-002583,WEB-014616,STR-KOL-05,Ahmedabad,2023-09-19,2023-09-24,Delivered,Delhivery
SHP-002584,WEB-013008,STR-MUM-05,Chennai,2023-11-22,2023-11-27,Delivered,BlueDart
SHP-002585,WEB-006220,STR-DEL-01,Delhi,2024-05-18,2024-05-20,Delivered,Shadowfax
SHP-002586,WEB-002196,STR-BAN-04,Delhi,2024-04-12,2024-04-17,Delivered,BlueDart
SHP-002587,WEB-011249,STR-KOL-04,Mumbai,2023-04-29,2023-05-04,Delivered,XpressBees
SHP-002588,WEB-007161,STR-LUC-04,Mumbai,2024-11-17,2024-11-18,Delivered,DTDC
SHP-002589,WEB-004008,STR-DEL-04,Kolkata,2023-12-10,2023-12-20,Delivered,Delhivery
SHP-002590,WEB-014303,STR-PUN-03,Lucknow,2023-09-14,2023-09-17,Delivered,Shadowfax
SHP-002591,WEB-013729,STR-DEL-04,Bangalore,2024-03-20,2024-04-03,Delivered,XpressBees
SHP-002592,WEB-000418,STR-PUN-04,Lucknow,2023-01-11,,In Transit,Ecom Express
SHP-002593,WEB-000664,STR-PUN-03,Pune,2024-10-22,2024-11-01,Delivered,Delhivery
SHP-002594,WEB-014925,STR-CHE-01,Delhi,2024-09-29,2024-10-06,Delivered,Ecom Express
SHP-002595,WEB-009189,STR-HYD-03,Bangalore,2023-04-18,2023-04-23,Delivered,BlueDart
SHP-002596,WEB-011989,STR-JAI-01,Hyderabad,2024-07-24,2024-07-25,Delivered,India Post
SHP-002597,WEB-013375,STR-AHM-03,Chennai,2023-09-07,2023-09-11,Delivered,Shadowfax
SHP-002598,WEB-009160,STR-DEL-01,Pune,2023-09-28,2023-09-29,Delivered,Shadowfax
SHP-002599,WEB-008743,STR-JAI-02,Kolkata,2023-02-03,,In Transit,Delhivery
SHP-002600,WEB-007981,STR-BAN-04,Pune,2023-12-25,,In Transit,XpressBees
SHP-002601,WEB-002181,STR-CHE-03,Mumbai,2023-11-24,2023-12-06,Delivered,BlueDart
SHP-002602,WEB-013617,STR-LUC-03,Lucknow,2024-06-24,2024-06-25,Delivered,India Post
SHP-002603,WEB-008518,STR-LUC-03,Lucknow,2023-10-27,2023-11-03,Delivered,Shadowfax
SHP-002604,WEB-009431,STR-AHM-03,Pune,2023-05-22,2023-05-25,Delayed,XpressBees
SHP-002605,WEB-002088,STR-KOL-05,Mumbai,2024-10-16,2024-10-17,Delivered,XpressBees
SHP-002606,WEB-001694,STR-DEL-05,Hyderabad,2023-08-26,2023-08-27,Delivered,India Post
SHP-002607,WEB-008660,STR-JAI-04,Pune,2023-01-02,2023-01-04,Delivered,Shadowfax
SHP-002608,WEB-003734,STR-JAI-04,Kolkata,2023-02-06,2023-02-08,Delivered,India Post
SHP-002609,WEB-003716,STR-PUN-03,Lucknow,2025-01-22,2025-02-05,Delivered,India Post
SHP-002610,WEB-001228,STR-HYD-03,Ahmedabad,2023-09-16,2023-09-17,Delivered,BlueDart
SHP-002611,WEB-002980,STR-KOL-04,Ahmedabad,2024-05-12,2024-05-14,Delivered,BlueDart
SHP-002612,WEB-013833,STR-MUM-02,Mumbai,2024-01-21,2024-01-23,Delivered,Ecom Express
SHP-002613,WEB-003878,STR-HYD-05,Kolkata,2024-03-15,2024-03-20,Delivered,DTDC
SHP-002614,WEB-001495,STR-MUM-05,Pune,2023-04-16,2023-04-19,Delivered,BlueDart
SHP-002615,WEB-004983,STR-MUM-01,Jaipur,2023-08-15,2023-08-16,Delivered,DTDC
SHP-002616,WEB-006326,STR-KOL-05,Ahmedabad,2023-03-07,2023-03-10,Delivered,Shadowfax
SHP-002617,WEB-001657,STR-LUC-01,Jaipur,2024-10-03,2024-10-07,Delivered,Shadowfax
SHP-002618,WEB-003866,STR-HYD-02,Ahmedabad,2023-09-20,2023-09-22,Delivered,BlueDart
SHP-002619,WEB-003311,STR-CHE-04,Mumbai,2024-01-18,2024-02-01,Delivered,DTDC
SHP-002620,WEB-009321,STR-DEL-02,Chennai,2023-11-23,2023-12-03,Delivered,BlueDart
SHP-002621,WEB-002092,STR-PUN-02,Lucknow,2023-05-09,2023-05-12,Delivered,India Post
SHP-002622,WEB-012650,STR-JAI-01,Ahmedabad,2023-02-10,2023-02-14,Delivered,Ecom Express
SHP-002623,WEB-007067,STR-AHM-02,Lucknow,2024-01-30,2024-02-07,Delivered,India Post
SHP-002624,WEB-014062,STR-BAN-01,Lucknow,2023-09-09,2023-09-18,Delivered,DTDC
SHP-002625,WEB-011622,STR-AHM-04,Jaipur,2023-05-31,2023-06-04,Delivered,Shadowfax
SHP-002626,WEB-001441,STR-LUC-02,Bangalore,2024-10-27,2024-10-29,Delivered,XpressBees
SHP-002627,WEB-004043,STR-AHM-05,Delhi,2024-09-20,2024-09-21,Delivered,Delhivery
SHP-002628,WEB-013399,STR-KOL-01,Ahmedabad,2024-01-28,2024-01-29,Returned,Ecom Express
SHP-002629,WEB-004434,STR-HYD-05,Mumbai,2024-06-22,2024-06-23,Delivered,India Post
SHP-002630,WEB-011057,STR-DEL-05,Pune,2024-06-25,2024-06-30,Delayed,India Post
SHP-002631,WEB-008049,STR-KOL-05,Jaipur,2023-03-30,2023-04-04,Delivered,XpressBees
SHP-002632,WEB-013885,STR-KOL-05,Bangalore,2024-08-11,2024-08-12,Delivered,Shadowfax
SHP-002633,WEB-008913,STR-LUC-01,Hyderabad,2024-02-22,2024-02-23,Delivered,Delhivery
SHP-002634,WEB-014175,STR-HYD-05,Lucknow,2024-12-14,,In Transit,Ecom Express
SHP-002635,WEB-007066,STR-BAN-04,Delhi,2023-05-17,2023-05-21,Delivered,Shadowfax
SHP-002636,WEB-002645,STR-PUN-02,Delhi,2024-02-28,2024-03-02,Delivered,Delhivery
SHP-002637,WEB-014270,STR-KOL-01,Hyderabad,2023-03-11,2023-03-16,Delivered,BlueDart
SHP-002638,WEB-000696,STR-PUN-03,Jaipur,2024-06-18,2024-06-28,Delivered,Ecom Express
SHP-002639,WEB-006047,STR-JAI-01,Bangalore,2023-10-02,2023-10-07,Delivered,BlueDart
SHP-002640,WEB-012850,STR-LUC-01,Lucknow,2023-08-16,2023-08-20,Delivered,Shadowfax
SHP-002641,WEB-002796,STR-LUC-01,Ahmedabad,2024-01-27,,In Transit,Shadowfax
SHP-002642,WEB-006404,STR-MUM-01,Lucknow,2024-12-31,2025-01-03,Delivered,BlueDart
SHP-002643,WEB-013312,STR-JAI-02,Pune,2023-03-09,2023-03-19,Delivered,XpressBees
SHP-002644,WEB-004157,STR-PUN-01,Bangalore,2023-05-02,2023-05-13,Delivered,Ecom Express
SHP-002645,WEB-011807,STR-LUC-05,Lucknow,2023-08-20,2023-08-23,Delivered,Ecom Express
SHP-002646,WEB-011371,STR-PUN-03,Mumbai,2023-01-20,2023-01-22,Delivered,Ecom Express
SHP-002647,WEB-006133,STR-AHM-04,Chennai,2024-10-13,2024-10-16,Delivered,Delhivery
SHP-002648,WEB-005977,STR-KOL-05,Bangalore,2024-11-20,2024-11-22,Delivered,Shadowfax
SHP-002649,WEB-003009,STR-KOL-03,Ahmedabad,2024-07-14,2024-07-17,Delivered,India Post
SHP-002650,WEB-002646,STR-DEL-03,Chennai,2023-10-24,2023-10-26,Delivered,XpressBees
SHP-002651,WEB-001475,STR-MUM-04,Delhi,2024-02-15,2024-02-16,Delivered,XpressBees
SHP-002652,WEB-004088,STR-LUC-03,Chennai,2023-10-25,2023-10-26,Delivered,DTDC
SHP-002653,WEB-013489,STR-AHM-05,Delhi,2024-02-13,2024-02-14,Delivered,Ecom Express
SHP-002654,WEB-009253,STR-BAN-01,Bangalore,2025-01-14,2025-01-19,Delivered,BlueDart
SHP-002655,WEB-012437,STR-DEL-02,Mumbai,2023-07-27,2023-07-29,Delivered,Shadowfax
SHP-002656,WEB-011901,STR-BAN-04,Pune,2024-03-28,2024-04-02,Delivered,XpressBees
SHP-002657,WEB-004401,STR-BAN-01,Ahmedabad,2023-09-11,2023-09-13,Delivered,Ecom Express
SHP-002658,WEB-003540,STR-CHE-05,Chennai,2024-08-22,2024-08-27,Delivered,Delhivery
SHP-002659,WEB-008021,STR-BAN-02,Bangalore,2024-04-29,2024-05-03,Delivered,Ecom Express
SHP-002660,WEB-006631,STR-CHE-02,Hyderabad,2023-04-24,2023-05-05,Delivered,Delhivery
SHP-002661,WEB-011747,STR-AHM-05,Hyderabad,2024-08-03,2024-08-06,Delivered,DTDC
SHP-002662,WEB-002695,STR-JAI-05,Kolkata,2023-01-03,2023-01-06,Delivered,Ecom Express
SHP-002663,WEB-011708,STR-KOL-01,Mumbai,2023-12-03,2023-12-07,Delivered,Delhivery
SHP-002664,WEB-013966,STR-LUC-04,Mumbai,2024-03-04,2024-03-09,Delivered,Delhivery
SHP-002665,WEB-009396,STR-CHE-04,Ahmedabad,2023-12-30,2024-01-04,Delivered,XpressBees
SHP-002666,WEB-011551,STR-KOL-01,Lucknow,2024-04-25,2024-04-28,Delivered,DTDC
SHP-002667,WEB-003558,STR-AHM-04,Pune,2024-03-11,2024-03-18,Delivered,XpressBees
SHP-002668,WEB-011533,STR-DEL-05,Ahmedabad,2023-01-25,2023-01-27,Delivered,Ecom Express
